"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Fe","Cu","Cr","Zn","Ni","NH3N","HW17"
"245","2","0","1","0","0","0","0","0","0","1","0","1",17.8292617,7.473833334,0.002507745,766.766,3.516863799,0.055472861,0.467711292,0.02871409,0.012830112,0.086833155,0.011638887,0.356538585,4.8
"2928","2","0","1","0","0","0","0","0","0","1","0","1",95.0038,8.547741935,0.010272146,3140.8025,14.40566563,0.22722617,1.915824119,0.117617744,0.2379,1.857887378,0.047674837,1.460442009,2.05
"4599","1","0","1","0","0","0","0","0","0","1","0","1",27.98188135,7.805666667,0.0063,1203.39,5.519491901,0.087061094,0.73404284,0.045064921,0.020136037,0.136279061,0.007,0.559564414,1.64
"576","2","1","0","1","1","0","0","0","0","0","0","1",51.33669207,7.473833334,0.007220677,2207.788,10.12628324,0.159725806,1.346704704,0.082677928,0.036942389,0.250023081,0.033512433,1.026599521,33
"2748","1","0","1","0","0","0","0","0","0","1","0","1",1.116122209,7.473833334,0.000156986,48,0.22015773,0.003472634,0.029279,0.001797519,2.2176,0.005435806,0.000728601,0.022319524,2.2
"2746","1","0","1","0","0","0","0","0","0","1","0","1",1.813698589,7.473833334,0.000255103,78,0.357756312,0.00564303,0.047578376,0.002920968,3.6036,0.008833185,0.001183977,0.036269226,1.08
"4854","3","0","1","0","0","0","0","0","0","1","0","1",22.375797,6.820333333,0.004487192,1372,6.292841796,0.099259443,0.836891429,0.051379081,0.022957348,0.155373463,0.037249,0.65855,4.5
"1614","3","0","1","0","0","0","0","0","0","1","0","1",23.37,7.260848214,0.0029171,891.93,4.090943428,0.064528043,0.544058726,0.033401271,0.014924452,0.101007473,0.013538775,0.414738603,4.42
"4549","2","0","1","1","0","0","0","0","0","1","1","0",14.1,6.991290323,0.002312637,707.11,3.243244433,0.051156957,0.34,0.026480074,0.011831903,0.03,0.010733357,0.328799136,32.23
"4522","2","1","1","1","1","0","0","0","0","1","1","0",1.83,7.514347826,0.000247499,75.675,0.347092422,0.005474824,0.046160174,0.002833901,0.001266252,0.008569888,0.001148685,0.035188124,8.801
"1348","2","1","0","1","1","0","0","0","0","0","0","1",223.7900134,8.193527129,0.031476811,9624.323,44.14310644,10.388,5.870636607,0.360414626,0.161041497,1.089915739,0.146089425,4.475214733,1.49
"2112","3","1","0","1","1","0","0","0","0","0","0","1",24.4624,7.927166667,0.005155102,1849,8.480659242,0.003167,1.127851495,0.005906075,0.030938875,0.209391788,0.014729322,0.66142,27.66
"1643","4","1","0","1","1","0","0","0","0","0","0","1",95.61288415,7.468387097,0.009946067,3041.101,13.9483728,0.220013113,1.85500828,0.113884091,0.050886016,0.344392415,0.046161449,1.414081801,35.8
"3369","3","1","0","1","1","0","0","0","0","0","0","1",688.9,7.36483871,0.019325243,5908.87,18.999,1.406,3.60428765,0.1431,0.09887171,0.669155681,0.000236252,0.28,34.185
"2041","3","1","0","1","1","0","0","0","0","0","0","1",224.632,7.650344828,0.000569,10222.5955,46.88715468,0.739569338,6.235570373,0.382818919,0.234313229,0.7839,0.02012,4.753405511,17.184
"81","2","0","1","0","0","0","0","0","0","1","0","1",15.810906,7.548308468,6.7e-05,1540,7.063393852,0.11141366,0.93936793,0.036049,0.000317,0.174398785,1.6e-05,0.238915,9.425
"3669","1","1","0","1","1","0","0","0","0","0","0","1",85.57,7.873103448,0.004209195,1287,5.902979148,0.093109987,0.785043199,0.048195974,0.021535064,0.145747556,0.019535617,6.71,14
"4882","2","0","1","0","0","0","0","0","0","1","0","1",13.57616641,7.473833334,0.001909533,583.8572,2.677930751,0.042240044,0.356140733,0.021864465,0.009769543,0.066119472,0.008862479,0.271487807,2.4
"4636","1","0","1","0","0","0","0","0","0","1","0","1",10.04065864,7.370775862,0.003610966,431.809,1.98054353,0.031239884,0.263394498,0.016170517,0.01,0.048900627,0.024,0.200786902,3.61
"65","2","0","1","0","0","0","0","0","0","1","0","1",6.99211,7.514545429,2.9e-05,649,2.976715981,0.0469529,0.395876485,0.014962,8.68e-05,0.073496631,1.61e-05,0.080674,4.7
"3556","3","0","1","0","0","0","0","0","0","1","0","1",483.7,7.890333333,0.016403107,5015.4,23.00373086,0.362846799,3.059289556,0.187818251,0.03,0.567973809,0.076129708,2.332111253,7.738
"2512","2","0","1","0","0","0","0","0","0","1","0","1",8.738868997,7.924482759,0.000212586,65,0.29813026,0.004702525,0.039648646,0.006897844,0.001087629,0.007360988,0.000986647,0.045055901,1.1
"4799","3","0","1","0","0","0","0","0","0","1","0","1",34.489157,7.601428571,0.006632017,2027.8,9.42963,0.097102,1.236915772,0.075937682,0.033930693,0.229640166,0.11311,0.067753,2.489
"2757","1","0","1","0","0","0","0","0","0","0","0","0",4.324973559,7.473833334,0.000608322,186,0.853111206,0.013456455,0.113456127,0.006965386,0.003112294,0.021063749,0.002823329,0.086488155,0.466
"2623","1","0","1","0","0","0","0","0","0","1","0","1",1.604425675,7.473833334,0.000225668,69,0.316476738,0.004991911,0.042088563,0.002583933,0.001154561,0.007813972,0.001047364,0.032084316,1.279
"1187","1","0","1","0","0","0","0","0","0","1","0","1",21.21,7.907419355,0.003127089,956.136,4.385431912,0.069173124,0.583223049,0.035805677,0.015998795,0.108278543,0.01451337,0.444593756,1.5
"2257","3","1","0","1","1","0","0","0","0","0","0","1",110.21,7.906666667,0.014573277,7177,32.91816732,0.519231064,4.377820542,0.08986474,0.120091026,0.812766286,0.038299285,1.26,36.16
"2043","3","1","0","1","1","0","0","0","0","0","0","1",143.5416,8.001114069,0.001286963,7897,36.22053328,0.571320568,4.817005548,0.295729299,0.181008,1.636163,0.023499,3.672026671,21.587
"2836","3","1","0","1","1","0","0","0","0","0","0","1",110.324,7.121612903,0.015159105,4635.035,21.25914138,0.335328711,2.827274827,0.173574225,0.077556933,0.524899008,0.03,2.155245301,22.1
"1738","1","1","0","1","1","0","0","0","0","0","0","1",12.12667012,7.473833334,0.001705657,521.5201,2.3920142,0.037730171,0.318116401,0.019530046,0.008726471,0.059060047,0.007916253,0.242501674,2.55
"2267","1","1","0","1","1","0","0","0","0","0","0","1",6.045661964,7.473833334,0.000850343,260,1.19252104,0.018810098,0.158594586,0.00973656,0.004350518,0.029443951,0.003946589,0.120897421,12
"4568","2","0","1","0","0","0","0","0","0","1","0","1",265.8823768,7.851666667,0.003,11434.549,52.4459241,0.827249972,6.97483677,0.428204529,0.073,1.294916527,0.051,5.316951867,7.3
"4108","1","1","0","1","1","0","0","0","0","0","0","1",0.137027254,7.473833334,1.93e-05,5.893,0.027028948,0.000426338,0.003594607,0.000220683,9.86e-05,0.000667358,8.95e-05,0.002740187,0.759
"4365","1","0","1","0","0","0","0","0","0","1","0","1",0.584852688,7.473833334,8.23e-05,25.1522,0.115363568,0.001819674,0.015342318,0.000941907,0.000420866,0.002848385,0.00038179,0.011695524,3.456
"4830","4","0","1","0","0","0","0","0","0","1","0","1",34.424935,7.425806452,0.005680942,1737,7.966957871,0.08767328,1.059533828,0.065047713,0.029064806,0.19670824,0.026366253,0.482316,6.253
"3042","2","1","0","1","1","0","0","0","0","0","0","1",37.31086918,7.3485492,0.00828751,2533.982,11.62241096,0.183324811,1.545676251,0.085559854,0.032003758,0.157228411,0.044176946,0.226209173,21.01
"3289","2","0","1","0","0","0","0","0","0","1","0","1",18.908613,7.897419355,0.00555012,1697,7.783493096,0.122772066,1.035134661,0.063549781,0.028395496,0.192178401,0.00701,0.085104,7.72
"3274","2","0","1","0","0","0","0","0","0","1","0","1",8.16,7.842903226,0.005151113,1575,7.223925531,0.113945789,0.960717201,0.058981087,0.026354099,0.178362394,0.029578,4.04,3.18
"1446","2","1","0","1","1","0","0","0","0","0","0","1",45.7206,7.487333333,0.006526528,1995.545679,9.152808494,0.14437081,1.217241308,0.074729812,0.033390989,0.225987495,0.030290766,1.05832496,26.302
"1401","2","0","1","0","0","0","0","0","0","0","0","0",54.148,7.705483871,0.012566034,3842.18,17.62261727,0.277968401,2.343649788,0.143883145,0.06429028,0.435111379,0.023762,1.78657559,0.6
"1438","2","0","1","0","0","0","0","0","0","1","0","1",78.5157,7.51483871,0.015635477,4780.69,21.92720543,0.345866345,2.916121344,0.179028758,0.079994144,0.541393849,0.072567001,2.535408537,8.36
"4873","2","1","0","1","1","0","0","0","0","0","0","1",29.7468066,8.035683334,0.005612261,1716,7.743797159,0.269820194,1.046724265,0.064261299,0.028713418,0.194330075,0.02604749,0.918141782,1.232
"2567","1","0","1","0","0","0","0","0","0","0","0","0",4.859782118,7.473833334,0.000683545,209,0.958603451,0.015120425,0.127485648,0.007826697,5.916958161,0.023668407,0.003172451,0.097182927,0.645
"3605","2","0","1","0","0","0","0","0","0","1","0","1",1.615,6.775666667,0.000938212,286.867,1.315749743,0.020753833,0.174982896,0.010742684,0.004800077,0.03248653,0.004354409,0.13339031,2.44
"2949","2","0","1","0","0","0","0","0","0","1","0","1",0.2667,6.978387097,0.000331209,101.2701,0.6055,0.0311,0.061772652,0.003792394,0.001694528,0.01146843,0.00035006,0.047089592,2.34
"4270","3","0","1","1","0","0","0","0","0","1","1","0",1.55652543,7.473833334,0.00021893,66.94,0.307028302,0.004842877,0.040832006,0.00250679,0.001120091,0.007580685,0.001016095,0.031126436,17.576
"2710","3","1","0","1","1","0","0","0","0","0","0","1",9.2,7.116451613,0.001934758,591.57,2.713306429,0.042798038,0.360845381,0.022153296,0.009898599,0.032817406,0.000714836,0.275074182,13.714
"3388","1","1","0","1","1","0","0","0","0","0","0","1",25.637435,7.336333333,0.006567261,2008,9.209931724,0.053672108,1.224838184,0.075196205,0.033599384,0.227397896,0.013102707,0.933700083,24.656
"1061","2","1","0","1","1","0","0","0","0","0","0","1",62.024251,6.878064516,0.016637278,5087,23.33213281,0.368026811,3.102964065,0.105083,0.085119556,0.57608222,0.010174,2.365404543,9
"3111","2","1","0","1","1","0","0","0","0","0","0","1",11.17119743,7.473833334,0.001571266,480.429,2.203544964,0.034757372,0.293051685,0.017991254,0.008038904,0.054406645,0.007292523,0.22339472,39.233
"4780","2","0","1","0","0","0","0","0","0","1","0","1",0.1195,7.473833334,1.96e-05,6,0.027519716,0.000434079,0.003659875,0.00022469,0.000100397,0.000679476,9.11e-05,0.00278994,4.744
"230","3","1","0","1","1","0","0","0","0","0","0","1",22.01508,7.324729944,0.005700565,1743,7.994477588,0.126100006,1.063193703,0.065272403,0.029165203,0.197387716,0.010149263,1.539935,39.6
"1950","2","1","0","1","1","0","0","0","0","0","0","1",419.76,8.309354839,0.027287654,8343.45,38.26822951,1.774,5.089330751,0.516,0.154573871,0.118,0.00045786,47.186,32.474
"4216","2","1","0","1","1","0","0","0","0","0","0","1",5.324833038,7.473833334,0.000748956,229,1.050335839,0.016567356,0.139685231,0.008575663,0.003831802,0.025933326,0.003476034,0.106482729,5.5625
"1103","1","0","1","0","0","0","0","0","0","1","0","1",1.685,7.000322581,0.000105217,32.171,0.147556132,0.00232746,0.01962364,0.00120475,0.00053831,0.034,0.00048833,0.014959196,1.44
"2384","5","1","0","1","1","0","0","0","0","0","0","1",21.53269356,7.373625192,0.007764281,2374,10.88863442,0.171750668,1.448090562,0.088902287,0.039723575,0.268845919,0.036035396,1.103886453,24.259
"3965","1","0","1","0","0","0","0","0","0","0","0","0",0.037903805,8.014111111,0.000129055,6.11,0.028024244,0.000442037,0.003726973,0.000228809,0.000158032,0.000691933,9.27e-05,0.000267228,0.675
"2386","5","1","0","1","1","0","0","0","0","0","0","1",38.58470025,7.373625192,0.013912912,4254,19.51147886,0.30776215,2.594851412,0.159305108,0.071181166,0.481748332,0.064572273,1.978067805,20.32
"1785","1","0","1","0","0","0","0","0","0","0","0","0",1.334922389,7.47,0.000187761,57.40973,0.26331658,0.004153395,0.03501874,0.002149897,5.1e-05,0.006401,0.000871433,0.026694955,0.7
"224","3","1","0","1","1","0","0","0","0","0","0","1",6.18525,7.330967742,0.003623767,1108,5.081974278,0.080159958,0.675856926,0.041492727,0.018539899,0.125476528,0.00645174,0.473029,5.6
"1949","4","1","0","1","1","0","0","0","0","0","0","1",234.75,8.341290323,0.037702453,11527.87,52.87395201,13.463,7.031760636,0.456,0.126,0.868,0.00063261,11.786,32.296
"228","3","1","0","1","1","0","0","0","0","0","0","1",25.76182,7.347333333,0.006639213,2030,9.310837351,0.146863461,1.238257726,0.076020068,0.033967505,0.229889307,0.011820426,1.694919,32.65
"3092","5","1","0","1","1","0","0","0","0","0","0","1",129.710961,7.326666667,0.024362313,7449,28.751882,0.320225,4.543734877,0.278952457,0.124642337,0.843569188,0.113069784,3.020575,27.73
"926","1","0","1","0","0","0","0","0","0","1","0","1",0.287494479,8.11375,4.04e-05,12.364,0.056708962,0.000894493,0.007541783,0.000463011,0.000206884,0.001400173,0.000187676,0.005749137,8
"4082","2","0","1","0","0","0","0","0","0","0","0","0",2.078568341,7.201,0.000292358,89.391,0.410002493,0.006467129,0.054526648,0.003347542,0.001495758,0.01012317,0.001356883,0.041565928,0.16
"2197","1","1","0","1","1","0","0","0","0","0","0","1",12.7933,7.643793103,0.013958178,1024,2.31,0.03,0.624618676,0.038347069,0.017134347,0.115963867,0.000509081,0.8517,18.66
"1308","4","1","0","1","1","0","0","0","0","0","0","1",30.59062,7.607419355,0.003967175,1213,5.563569314,0.015949,0.73990474,0.045424799,0.020296839,0.137367355,0.018412357,1.093476,15.29
"4204","2","0","1","0","0","0","0","0","0","1","0","1",4.668646189,7.473833334,0.000656661,200.78,0.92090144,0.014525737,0.122471619,0.007518872,0.003359604,0.022737525,0.003047678,0.093360708,5.187
"1405","2","0","1","0","0","0","0","0","0","1","0","1",25.22708,7.863870968,0.007986973,2442.09,11.20093733,0.176676744,1.489624044,0.091452142,0.040862908,0.276556837,0.004714,1.135547627,2
"1800","1","0","1","0","0","0","0","0","0","1","0","1",8.915713628,7.479354839,0.001254025,383.429566,1.75864548,0.0277398,0.23388405,0.014358789,0.00233213,0.042751162,0.00582015,0.178290945,7.35
"2839","3","1","0","1","1","0","0","0","0","0","0","1",139.596,7.289032258,0.018594695,5685.498,26.07721534,0.411326066,3.468035382,0.212912288,0.09513408,0.643859703,0.072766892,2.643700176,24.08
"735","2","0","1","0","0","0","0","0","0","1","0","1",4.186155859,7.470698935,0.000588797,180.03,0.825729088,0.013024546,0.109814551,0.006741819,0.003012399,0.020387671,0.00273271,0.083712164,9.22
"3497","2","0","1","0","0","0","0","0","0","1","0","1",28.60016655,7.473833334,0.004022709,1229.98,5.641450111,0.088984788,0.750262186,0.046060672,0.020580961,0.139290271,0.0186701,0.5719285,10.839
"1882","3","0","1","0","0","0","0","0","0","1","0","1",7.686129086,7.473833334,0.00108108,330.55,1.516107038,0.023914146,0.201628616,0.012378539,0.005531014,0.037433453,0.005017481,0.153702471,2.477
"1492","3","0","1","0","0","0","0","0","0","1","0","1",11.00347682,8.700333333,0.001547676,473.216,2.170461679,0.034235537,0.288651905,0.017721139,0.00791821,0.053589802,0.007183035,0.220040746,7.948
"3475","1","0","1","0","0","0","0","0","0","1","0","1",9.301018407,7.473833334,0.001308219,400,1.834647754,0.028938613,0.24399167,0.014979324,0.006693104,0.045298386,0.006071676,0.185996032,0.306
"608","1","0","1","0","0","0","0","0","0","0","0","0",18.43034001,7.473833334,0.002592289,792.616,3.63542791,0.057343019,0.483479254,0.16,0.013262654,0.089760563,0.008091138,0.368558578,0.055
"1607","3","0","1","0","0","0","0","0","0","1","0","1",22.31,7.07516129,0.002963182,906.02,4.155568895,0.065547405,0.552653332,0.033928917,0.015160216,0.102603109,0.013752649,0.421290313,2.077
"3510","1","0","1","0","0","0","0","0","0","0","0","0",9.905584603,7.473833334,0.001393253,426,1.953899858,0.030819623,0.259851129,0.01595298,0.007128156,0.048242781,0.006466335,0.198085775,0.467
"157","1","0","1","0","0","0","0","0","0","1","0","1",27.462555,7.862188935,9.3e-05,1608,7.375283971,0.116333224,0.980846514,0.029289926,0.000645,0.547536,3e-05,0.237129,6.628
"717","1","0","1","0","0","0","0","0","0","1","0","1",42.418,7.473833334,0.003047428,931.779,4.273715624,0.06741098,0.568365786,0.063,0.003,0.105520211,0.003,0.398,4.03
"3649","2","1","0","1","1","0","0","0","0","0","0","1",132.48175,7.68,0.028306594,8655,10.123318,0.120032,5.279369763,0.324115118,0.144822047,0.980143821,1.4e-05,2.262977,9.335
"4570","2","0","1","0","0","0","0","0","0","1","0","1",9.929046422,7.052903226,0.002,427.009,1.958527757,0.030892621,0.260466598,0.015990765,0.027,0.048357046,0.028,0.19855495,7.95
"1520","3","1","0","1","1","0","0","0","0","0","0","1",9.1703,7.470967742,0.002318,380.075852,1.74326327,0.02749717,0.231838355,0.014233198,0.006359718,0.043546,0.005769243,0.176731501,13.22
"3298","3","0","1","0","0","0","0","0","0","1","0","1",136.7,7.473833334,0.004869061,1488.76,6.828375475,0.107706624,0.908112597,0.055751545,0.024911065,0.168596062,0.0204,0.692258633,3.6
"2941","2","1","0","1","1","0","0","0","0","0","0","1",25.22,8.47047619,0.008331231,2547.35,11.68372489,0.18429194,1.553830452,0.095393951,0.1,1.506840819,0.038666709,1.184492483,14
"1234","1","0","1","0","0","0","0","0","0","1","0","1",28.087924,7.484516129,0.002521135,770.86,3.535641419,0.055769048,0.470208547,0.0241,0.1385,0.2456,0.01170103,0.9654,2.966
"829","2","1","0","1","1","0","0","0","0","0","0","1",63.107,6.973666667,0.032836803,10040.153,46.05036037,0.726370256,6.124284247,0.375986756,0.022129693,1.137006808,0.323,1.63759725,28.64
"4453","3","1","0","1","1","0","0","0","0","0","0","1",15.074,7.547,0.003322628,1015.924,4.659656712,0.073498579,0.619692484,0.038044636,0.016999214,0.115049293,0.003472669,0.472394583,41
"1185","1","0","1","0","0","0","0","0","0","1","0","1",19.727,7.932666667,0.002742377,838.507,3.84591246,0.060663074,0.511471808,0.03140067,0.014030537,0.094957534,0.012727857,0.389897438,1.45
"1080","2","0","1","0","0","0","0","0","0","0","0","0",18.87351029,6.943333333,0.06,811.675,3.722844289,0.058721872,0.495104847,0.030395857,0.021827862,0.091918918,0.001488263,0.377420824,0.1
"3351","4","1","0","1","1","0","0","0","0","0","0","1",119.8,6.901785714,0.009710257,2969,13.61767295,0.214796855,1.811028172,0.111184031,0.049679568,0.336227268,0.045067014,1.380555551,34.018
"3493","2","0","1","0","0","0","0","0","0","1","0","1",26.97155823,7.473833334,0.00379364,1159.94,5.320203289,0.083917637,0.707539245,0.043437792,0.019408999,0.131358524,0.017606949,0.539360595,5.942
"2502","1","0","1","0","0","0","0","0","0","0","0","0",6.812995983,7.473833334,0.000958271,293,1.34387948,0.021197534,0.178723898,0.010972355,0.004902699,0.033181068,0.004447503,0.136242094,0.98
"2463","1","1","0","1","1","0","0","0","0","0","0","1",29.25,7.147058824,0.00107274,328,4.983495,0.011761101,0.20007317,0.012283045,0.005488346,0.037144676,0.004978774,0.25,38.346
"2881","2","1","0","1","1","0","0","0","0","0","0","1",39.69470034,7.802142857,0.005583192,1707.112,7.829872991,0.123503634,1.04130277,0.063928458,0.002733203,0.537,0.006755378,0.793790147,21
