"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Cu","Cr","Ni","Zn","NH3N","HWsum"
"252","3","1","0","1","0","0","0","0","0","0","1","0",1028.6115,7.299642857,0.569928536,17623.2063,95.95224991,0.62656163,0.438838641,0.4247,1.215934591,0.456231693,4.963331063,53.631
"524","2","0","1","0","0","0","0","0","0","0","1","0",110.2640928,7.485,0.118919544,3677.204283,20.02110276,0.130736432,0.091566728,0.08219502,0.25371319,0.095195909,1.035633467,272.894
"153","3","0","1","0","0","0","0","0","0","0","1","0",7.556224,7.485,0.004418672,136.63321,0.74392047,0.00485775,0.003402328,0.003054105,0.009427175,0.003537177,0.038480844,70.688
"658","4","0","1","0","0","0","0","0","0","1","1","0",0.959,7.485,0.002193438,67.825,0.369283616,0.002411397,0.001688923,0.001516064,0.004679669,0.001755862,0.019101968,0.625
"607","4","1","1","0","0","0","0","0","0","1","1","0",27.285,7.039354839,0.031513287,974.447,5.305526161,0.034644723,0.024264881,0.021781409,0.067233158,0.025226602,0.274439451,8.45
"612","1","0","0","1","0","0","0","0","0","0","1","0",0.618907926,7.485,0.000667491,20.64,0.112377646,0.000733818,0.00051396,0.000461357,0.001424082,0.000534331,0.005812969,2.02
"197","5","0","0","1","0","0","0","0","0","1","1","0",57.54764218,7.485,0.062064986,1919.16,10.449161,0.068232307,0.04778935,0.042898186,0.132414782,0.049683446,0.540504735,109.8
"427","3","0","0","0","0","0","0","0","0","1","0","0",0.006371843,7.485,6.87e-06,0.212495,0.001156962,7.55e-06,5.29e-06,4.75e-06,1.47e-05,5.5e-06,5.98e-05,59.127
"613","1","0","0","1","0","0","0","0","0","0","1","0",0.002099009,7.485,2.26e-06,0.07,0.000381126,2.49e-06,1.74e-06,1.56e-06,4.83e-06,1.81e-06,1.97e-05,2.22
"148","1","0","0","0","0","0","0","0","0","0","1","0",3.7129,6.635666667,0.006338574,196,1.067152064,0.00696843,0.004880631,0.004381107,0.013523259,0.005074072,0.055200675,1.86
"808","3","0","0","0","0","0","0","0","0","0","1","0",93.20156642,7.485,0.100517653,3108.185,16.92298999,0.110505967,0.077397476,0.069475968,0.214453011,0.080465069,0.875377096,85.39
"500","2","1","0","0","0","0","0","0","0","1","1","0",2.026443683,7.485,0.002185514,67.58,0.367949676,0.002402686,0.001682822,0.001510588,0.004662764,0.001749519,0.019032968,28.08
"120","3","0","1","0","0","0","0","0","0","1","1","0",1194.78094,8.466774194,1.288568208,39844.826,216.9412669,1.416611636,0.992183204,0.890634848,2.749142316,1.031507668,11.22174133,12.04
"758","4","0","0","0","0","0","0","0","0","0","1","0",3.707000596,7.485,0.003997991,123.625,0.673095275,0.004395266,0.003078408,0.002763338,0.008529657,0.003200419,0.034817263,15.3885
"497","1","0","0","0","0","0","0","0","0","0","1","0",30.74962281,7.485,0.03316339,1025.471138,5.583334907,0.036458795,0.025535442,0.02292193,0.070753631,0.026547521,0.28880969,83.96
"308","2","0","0","0","0","0","0","0","0","0","1","0",0.032645594,7.485,3.52e-05,1.0887,0.005927594,3.87e-05,2.71e-05,2.43e-05,7.51e-05,2.82e-05,0.000306617,19.067
"62","2","0","0","0","0","0","0","0","0","1","1","0",4.206354942,7.485,0.004536543,140.278,0.763765088,0.004987334,0.003493088,0.003135576,0.009678652,0.003631534,0.039507349,58.31
"149","1","0","0","0","0","0","0","0","0","0","1","0",2.603002,7.75,0.005608668,173.43,0.944266237,0.006165994,0.004318612,0.003876609,0.011966014,0.004489777,0.048844149,2.044
"84","1","0","1","1","0","0","0","0","0","0","1","0",27.00531568,7.485,0.029125164,900.602,4.903465732,0.032019296,0.022426053,0.020130782,0.062138132,0.023314893,0.253642033,123.38
"574","3","0","0","0","0","0","0","0","0","1","1","0",108.914,7.545806452,0.244491144,7560.102,41.16213498,0.268785926,0.188255464,0.16898782,0.521618449,0.195716834,2.12919763,158.009
"882","5","0","1","1","0","0","0","0","0","0","0","0",615.2,8.026129032,1.716912659,53090,106.8,0.96,1.322003672,1.186698722,3.663009234,1.374400333,7.61,81.88
"193","5","0","0","1","0","0","0","0","0","1","1","0",132.6409042,7.485,0.143052878,4423.45,24.08415203,0.157267866,0.110149127,0.098875541,0.305201322,0.114514808,1.245803199,62.1
"51","1","0","0","0","0","0","0","0","0","0","1","0",3.748231139,7.485,0.004042458,125,0.680581674,0.004444152,0.003112648,0.002794073,0.008624527,0.003236015,0.035204512,1.87
"428","3","0","0","0","0","0","0","0","0","1","0","0",5.093096471,7.485,0.005492892,169.85,0.924774378,0.006038713,0.004229466,0.003796587,0.011719008,0.004397097,0.047835891,75.544
"767","4","0","0","0","0","0","0","0","0","0","1","0",122.101478,7.485,0.131686134,4071.97,22.17046526,0.144771622,0.10139686,0.091019054,0.280950531,0.105415651,1.146813743,123.0955
"185","5","0","1","1","0","0","0","0","0","1","1","0",139.8213157,7.981612903,0.150796934,4662.91,25.38792873,0.165781438,0.116111963,0.104228091,0.321723157,0.120713977,1.313243779,56.42
"190","5","0","0","1","0","0","0","0","0","1","1","0",56.2747099,7.485,0.060692132,1876.7089,10.21802947,0.066723034,0.046732267,0.041949295,0.129485817,0.048584467,0.528548972,54.99
"838","5","1","0","1","0","0","0","0","0","0","0","0",35.71314629,7.485,0.038516538,1191,6.484582186,0.042343878,0.029657306,0.026621928,0.082174496,0.030832752,0.335428593,12.05
"130","3","0","1","0","0","0","0","0","0","1","1","0",1659.719717,8.836666667,1.790003497,55350.099,301.3621041,1.967873929,1.378282805,1.237217776,3.818947518,1.432910048,15.58858593,26.965
"403","2","0","0","0","0","0","0","0","0","0","1","0",7.570257452,7.485,0.008164503,252.461,1.374562639,0.0089758,0.006286577,0.005643156,0.017418854,0.006535741,0.071102131,3.21
"818","4","0","1","0","0","0","0","0","0","1","0","0",20.049686,7.742258065,0.020259328,626.45453,3.94994,0.065346,0.015599457,0.014002878,0.043222994,0.016217731,0.032144,27.6
"4","3","1","1","0","0","0","0","0","0","0","1","0",189.231859,7.187096774,0.162830198,5035,19.731988,0.684785,0.125377444,0.112545264,0.34739596,0.130346688,3.230258,63.198
"399","2","0","0","0","0","0","0","0","0","0","1","0",0.771352984,7.485,0.000831902,25.7239,0.140057719,0.000914567,0.000640555,0.000574996,0.001774852,0.000665943,0.007244779,23.829
"385","5","1","0","1","0","0","0","0","0","1","1","0",2830.906145,7.485,3.053125083,94408.0701,514.0192188,3.356510344,2.350872393,2.110264384,6.513799822,2.444047522,26.58872052,76.04
"632","2","0","0","1","0","0","0","0","0","0","0","0",34.79797818,7.370666667,0.037529531,1160.48,6.318411365,0.041258794,0.01,0.18,0.05,0.03,0.326833059,12.06
"267","3","1","0","1","0","0","0","0","0","0","1","0",348.3348,7.447419355,0.180843465,5592.0023,30.44651427,0.198813656,0.139247459,0.2328,0.385827012,0.144766431,1.57490971,81.425
"464","1","1","1","0","0","0","0","0","0","0","0","0",5.078013589,7.485,0.005476625,169.347,0.922035717,0.00602083,0.00421694,0.003785343,0.011684303,0.004384076,0.047694228,3.8
"173","1","0","0","0","0","0","0","0","0","0","1","0",1.21e-05,7.485,1.3e-08,0.000402,2.19e-06,1.43e-08,1e-08,8.99e-09,2.77e-08,1.04e-08,1.13e-07,12.715
"782","4","0","1","1","0","0","0","0","0","0","1","0",0.328906709,7.399354839,0.001200222,37.113,0.079939094,0.0006934,0.000924158,0.000839994,0.002560657,0.000960786,0.003118192,76.197
"343","4","1","1","0","0","0","0","0","0","0","0","0",5.04,7.485,0.004165348,128.8,0.701271357,0.004579254,0.003207272,0.002879013,0.008886713,0.00333439,0.036274729,7.68
"52","1","0","0","0","0","0","0","0","0","0","1","0",8.246108505,7.485,0.008893407,275,1.497279682,0.009777134,0.006847825,0.006146961,0.01897396,0.007119233,0.077449927,2.049
"624","2","0","0","1","0","0","0","0","0","0","0","0",80.86433859,7.838,0.087211984,2696.75,14.68286903,0.095878131,0.31,0.04,0.15,0.38,0.759502148,2.92
"165","3","0","1","0","0","0","0","0","0","0","1","0",9.30742,7.485,0.004930828,152.47,0.830146302,0.005420799,0.003796683,0.003408099,0.010519853,0.003947162,0.042941056,239.6
"598","4","1","1","0","0","0","0","0","0","1","1","0",5.77,6.891793103,0.004796619,148.32,0.807550991,0.005273253,0.003693343,0.003315335,0.010233519,0.003839726,0.041772266,2.95
"244","3","1","0","1","0","0","0","0","0","0","1","0",289.8412,7.31516129,0.198266147,6130.7427,33.37976902,0.217967609,0.15266273,0.572,0.422998062,0.158713408,1.726638454,30.683
"811","3","0","0","0","0","0","0","0","0","0","1","0",92.59795128,7.485,0.099866655,3088.055,16.81338912,0.109790281,0.076896215,0.069026011,0.213064117,0.079943941,0.869707762,147.95
"532","4","1","0","1","0","0","0","0","0","0","1","0",350.0070381,7.485,0.377481701,11672.4071,63.55221088,0.414991591,0.290656716,0.260908468,0.805351949,0.302176685,3.287371194,28.183
"3","3","1","1","0","0","0","0","0","0","0","1","0",6.092856523,7.195215054,0.005109667,158,0.571724377,0.020321465,0.003934387,0.003531708,0.010901403,0.004090323,0.133363544,60.407
"354","4","1","1","0","0","0","0","0","0","1","1","1",267.77,7.309680516,1.01,8388.94,45.6748706,0.298253781,0.208894509,0.187514492,0.578805136,0.217173892,2.362628331,267.099
"696","4","0","0","0","0","0","0","0","0","0","1","0",2.176702773,7.485,0.002347568,72.591,0.395232834,0.002580843,0.001807602,0.001622596,0.005008504,0.001879245,0.020444246,180.744
"258","3","1","0","1","0","0","0","0","0","0","1","0",314.44,7.206129032,0.274298814,8481.8083,46.18050631,0.301555548,0.211207039,0.74,0.585212698,0.219578078,2.388783397,63.21
"378","5","1","0","1","0","0","0","0","0","1","1","0",2525.944722,7.485,2.724224964,84237.8921,458.6461247,2.994927827,2.097622955,1.882934618,5.812096,2.180760726,23.72443126,32.812
"423","2","0","1","1","0","0","0","0","0","1","0","0",512.1103254,7.485,0.552309685,17078.4,92.98596844,0.607192014,0.425272321,0.381746383,1.178345016,0.442127682,4.809893942,14
"1","3","1","1","0","0","0","0","0","0","0","1","0",1.233996258,7.195215054,0.001034869,32,0.115792279,0.00411574,0.000796838,0.000715283,0.002207879,0.00082842,0.027010338,42.469
"453","1","0","0","0","0","0","0","0","0","0","1","0",16.7891189,7.485,0.018107022,559.9014,3.048469055,0.019906294,0.013942206,0.012515243,0.038631079,0.014494795,0.157688446,65.06
"769","1","0","1","0","0","0","0","0","0","0","0","0",17.20537046,7.485,0.018555948,573.783,3.124049556,0.02039983,0.014287874,0.012825533,0.039588857,0.014854164,0.161598005,188.94
"564","3","0","0","0","0","0","0","0","0","1","1","0",182.0713,7.238709677,0.184307777,5699.125,31.02976025,0.202622212,0.14191494,0.127390174,0.393218073,0.147539636,1.605079329,104.06
"514","2","0","1","0","0","0","0","0","0","0","1","0",0.003067552,7.485,3.31e-06,0.1023,0.000556988,3.64e-06,2.55e-06,2.29e-06,7.06e-06,2.65e-06,2.88e-05,0.4
"126","3","0","1","0","0","0","0","0","0","1","1","0",1954.739481,8.466774194,2.108181563,65188.732,354.9300506,2.317668956,1.623276381,1.457136654,4.497775989,1.687613768,18.35950014,21.05
"121","3","0","1","0","0","0","0","0","0","1","1","0",85.92313125,8.466774194,0.092667879,2865.456,15.60141472,0.101876171,0.071353237,0.064050348,0.197705628,0.074181271,0.807015848,13.21
"563","3","0","0","0","0","0","0","0","0","1","1","0",245.4326,7.430740741,0.179798043,5559.676,30.27050878,0.197664352,0.138442496,0.124273129,0.383596619,0.143929564,1.565805457,71.3815
"559","3","0","0","0","0","0","0","0","0","1","1","0",42.79,7.510689655,0.071296666,2204.62,12.00339175,0.078381327,0.054897641,0.049278955,0.152110443,0.057073469,0.620900575,27.777
"85","1","0","1","1","0","0","0","0","0","0","1","0",16.37080431,7.485,0.017655871,545.951,2.972513962,0.019410313,0.013594824,0.012203416,0.037668554,0.014133645,0.15375951,123.97
"829","2","0","0","0","0","0","0","0","0","0","1","0",1.986386786,6.593733333,0.002142313,66.24414,0.360676381,0.002355192,0.001649557,0.001480728,0.004570595,0.001714936,0.018656741,9.195
"8","3","1","1","0","0","0","0","0","0","0","1","0",0.655560512,7.195215054,0.000549774,17,0.061514648,0.002186487,0.00042332,0.000379994,0.001172936,0.000440098,0.014349242,94.426
"330","5","1","0","0","0","0","0","0","0","0","0","0",148.017,7.485,0.275042972,8504.819,46.30579159,0.503,0.211780033,0.190104687,0.586800349,0.220173782,30.506,117.132
"492","1","0","0","0","0","0","0","0","0","0","1","0",13.86561136,7.485,0.014954027,462.40516,2.517635822,0.01643999,0.011514434,0.010335951,0.031904207,0.011970801,0.130229985,4.528
"118","3","0","1","0","0","0","0","0","0","1","1","0",1194.512477,8.789621323,1.288278671,39835.873,216.8925209,1.416293328,0.991960263,0.890434725,2.748524593,1.031275892,11.21921985,8.105
"2","3","1","1","0","0","0","0","0","0","0","1","0",58.52476,7.283870968,0.038742915,1198,3.975027,0.146747,0.029831614,0.026778396,0.08265747,0.031013969,1.937731,48.249
"519","2","0","1","0","0","0","0","0","0","0","1","0",0.062428769,7.485,6.73e-05,2.081941,0.011335447,7.4e-05,5.18e-05,4.65e-05,0.000143646,5.39e-05,0.00058635,11.04
"642","3","0","1","0","0","0","0","0","0","0","1","0",54.69418878,7.485,0.058987544,1824,9.931047782,0.064849063,0.045419753,0.040771114,0.125849102,0.047219932,0.513704243,16.244
"573","3","0","0","0","0","0","0","0","0","1","1","0",89.81,7.102258065,0.184287564,5698.5,31.02635734,0.202599991,0.141899377,0.127376204,0.39317495,0.147523456,1.604903306,153.68
"322","5","1","0","0","0","0","0","0","0","0","0","0",549.357,7.485,0.61266843,18944.8,103.1478695,3.59281,0.471747884,0.423465247,1.307119558,0.490445271,10.76828,52.086
"63","4","0","1","1","0","0","0","0","0","0","1","0",90.85712281,7.485,0.097989176,3030,16.49729977,0.107726239,0.075450577,0.067728332,0.209058542,0.078441006,0.853357378,272.895
"833","5","1","0","1","0","0","0","0","0","0","0","0",35.11342931,7.485,0.037869744,1171,6.375689119,0.041632814,0.029159282,0.026174877,0.080794572,0.030314989,0.329795871,2.864
"701","4","0","0","0","0","0","0","0","0","0","1","0",5.817254727,7.485,0.006273894,194,1.056262757,0.006897324,0.004830829,0.004336401,0.013385266,0.005022295,0.054637403,210.59
"109","2","1","0","1","0","0","0","0","0","0","1","0",15.29596155,7.485,0.016496656,510.106,2.777350362,0.018135908,0.012702242,0.011402188,0.035195385,0.013205686,0.143664264,48.28
"156","3","0","1","0","0","0","0","0","0","0","1","0",3.279724,7.485,0.004598986,142.208842,0.774277854,0.005055981,0.003541168,0.003178735,0.009811872,0.00368152,0.040051143,75.976
"9","3","1","1","0","0","0","0","0","0","0","1","0",11.1445287,7.195215054,0.009346162,289,1.045749019,0.037170274,0.007196441,0.006459897,0.019939907,0.007481667,0.243937115,95.288
"560","3","0","0","0","0","0","0","0","0","1","1","0",119.233,7.180322581,0.232748289,7196.992,39.18512688,0.255876199,0.179213597,0.160871373,0.496565232,0.186316598,2.026932747,31.3125
"177","3","0","1","1","0","0","0","0","0","0","1","0",1.049504719,7.950333333,0.001131888,35,0.190562869,0.001244362,0.000871541,0.00078234,0.002414868,0.000906084,0.009857263,7.47
"472","1","0","0","0","0","0","0","0","0","0","1","0",14.6355562,7.485,0.01578441,488.0821,2.65743786,0.017352887,0.01215382,0.010909896,0.033675819,0.012635528,0.137461538,8.171
"633","2","0","0","1","0","0","0","0","0","0","0","0",84.61424894,7.308965517,0.091256252,2821.806,15.3637556,0.100324273,0.023,0.027,0.021,0.359,0.794722432,12.21
"457","1","0","0","0","0","0","0","0","0","0","1","0",50.2211187,7.485,0.054163349,1674.8273,9.118854135,0.059545494,0.041705177,0.037436719,0.11555675,0.043358131,0.471691826,183.08
"468","1","0","0","0","0","0","0","0","0","0","1","0",6.930299461,7.485,0.00747431,231.119,1.258362847,0.008217023,0.005755136,0.005166107,0.015946337,0.005983237,0.065091453,3.821
"595","4","1","1","0","0","0","0","0","0","1","1","0",39.297,7.559032258,0.042436881,1312.224,7.144604849,0.046653781,0.032675927,0.029331598,0.090538494,0.033971013,0.369569648,2.258
"243","3","1","0","1","0","0","0","0","0","0","1","0",251.5322,7.354285714,0.135229814,4181.5469,22.7670735,0.148667433,0.104125454,0.4494,0.288510923,0.108252391,1.177674554,26.666
"261","3","1","0","1","0","0","0","0","0","0","1","0",303.0788,7.597777778,0.227243901,7026.7865,38.25841693,0.249824846,0.174975279,1.0208,0.484821696,0.181910298,1.978996734,69.447
"125","3","0","1","0","0","0","0","0","0","1","1","0",3.897650625,7.84516129,0.004203606,129.983,0.707712381,0.004621313,0.00323673,0.002905456,0.008968335,0.003365016,0.036607905,20.5
"392","2","0","0","0","0","0","0","0","0","0","1","0",1.381268153,7.485,0.001489694,46.064,0.250802514,0.001637723,0.001147048,0.001029649,0.003178242,0.00119251,0.012973285,16.25
"490","1","0","0","0","0","0","0","0","0","0","1","0",6.546810436,7.485,0.007060718,218.33,1.188731174,0.007762333,0.005436675,0.00488024,0.015063944,0.005652153,0.061489609,1.688
"326","5","1","0","0","0","0","0","0","0","0","0","0",152.1807,7.485,0.338973342,10481.66,57.06900564,0.488905,0.261005707,0.234292193,0.723194902,0.27135048,1.249375,82.053
"890","5","0","1","1","0","0","0","0","0","0","0","0",1913.49,7.337419355,4.810616253,148752.83,809.9076,3.0701,3.704121067,3.325010233,10.26338274,3.85093123,41.84452,283.155
"602","4","1","1","0","0","0","0","0","0","1","1","0",23.236,7.144870968,0.019342643,598.109,3.256496194,0.021264697,0.01489362,0.013369282,0.041267259,0.015483918,0.168449085,3.72
"111","2","1","0","1","0","0","0","0","0","0","1","0",15.133948,7.485,0.016321924,504.703,2.747932899,0.017943814,0.0125677,0.011281417,0.034822598,0.013065812,0.142142584,56.509
"582","3","0","0","0","0","0","0","0","0","1","1","0",167.9328,7.273870968,0.184348039,5700.37,31.03653884,0.202666476,0.141945942,0.127418003,0.393303973,0.147571867,1.605429966,242.522
"877","1","0","0","0","0","0","0","0","0","0","1","0",0.000559806,8.078666667,6.04e-07,0.018669,0.000101646,6.64e-07,4.65e-07,4.17e-07,1.29e-06,4.83e-07,3.3e-05,6.4
"257","3","1","0","1","0","0","0","0","0","0","1","0",364.3538,7.517741935,0.301576329,9325.2777,50.77290483,0.331543596,0.232210423,0.9233,0.643408897,0.241413915,2.626334828,58.148
"704","4","0","0","0","0","0","0","0","0","0","1","0",0.674681605,7.485,0.000727642,22.5,0.122504701,0.000799947,0.000560277,0.000502933,0.001552415,0.000582483,0.006336812,242.736
"776","1","0","1","0","0","0","0","0","0","0","0","0",18.00461328,7.485,0.01941793,600.437,3.269171347,0.021347465,0.01495159,0.013421319,0.041427882,0.015544186,0.169104734,280.854
"746","4","1","1","1","0","0","0","0","0","1","1","0",38.05117293,6.886785714,0.041038093,1268.971,6.909107256,0.045115998,0.031598876,0.028364782,0.0875542,0.032851275,0.357388041,256.054
"144","1","0","0","0","0","0","0","0","0","0","1","0",0.917972,6.979032258,0.003329045,102.94,0.56047262,0.003659848,0.002563328,0.002300975,0.007102471,0.002664923,0.02899162,1.065
"603","4","1","1","0","0","0","0","0","0","1","1","0",74.924,8.114333333,0.071097292,2198.455,11.96982547,0.078162142,0.054744125,0.049141152,0.151685081,0.056913869,0.619164289,4.5
