"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","water","N","P","Cu","Ni","NH3N","HW17"
"210","4","1","1","1","1","0","0","0","0","1","1","1",2198.9,7.493988095,13466.36,85.80128681,1.341419501,1.27,2.09,54.31,275.7855
"211","4","1","1","1","1","0","0","0","0","1","1","1",4055.57,7.493988095,21369.1,136.1538142,2.128632196,2.62,1.07,274.35,301.162
"1221","5","1","1","1","1","0","0","0","0","1","0","0",2314.77,7.834,130529,831.6691493,13.00233664,7.872758133,0.998006614,68.03,307.22
"513","5","1","1","1","1","0","0","0","0","1","1","0",3253.688899,7.504516129,163841,242.0891096,4.367908,3.224042,1.252705542,201.485243,321.0156
"212","4","1","1","1","1","0","0","0","0","1","1","1",4509.36,7.493988095,23544.64,150.0153278,2.345343451,3.69,3.9,94.77,323.42
"664","5","1","1","1","1","0","0","0","0","1","1","0",590.459121,7.508784947,29633,188.8074826,2.951820987,1.787292033,0.226569804,16.979359,328.3815
"644","5","1","1","1","1","0","0","0","0","1","1","0",4080.5673,7.258709678,68670,437.5328125,6.840399122,4.141779229,0.525041287,99.24247568,330.988
"214","4","1","1","1","1","0","0","0","0","1","1","1",2020.09,7.493988095,14996.96,95.55354722,1.493886588,1.42,0.54,118.4,355.4609
"215","4","1","1","1","1","0","0","0","0","1","1","1",1143.45,7.493988095,8284.49,52.78485816,0.825239815,1.75,1.8,62.1,359.4605
"515","5","1","1","1","1","0","0","0","0","1","1","0",3775.078002,7.676451613,157495,232.7123511,3.509229,6.547484,1.204184907,149.654067,360.552
"693","5","0","0","1","1","0","0","0","0","0","1","0",2090.63,6.834,35828.04,248.5083414,26.70546909,2.160941195,0.27393622,20.41,360.66
"213","4","1","1","1","1","0","0","0","0","1","1","1",2264.28,7.493988095,15835.35,100.8953724,1.577400819,2.38,0.59,213.66,361.428
"217","4","1","1","1","1","0","0","0","0","1","1","1",2788.69,7.493988095,17371.69,110.6842054,1.730439683,2.04,2.1,269.66,367.8365
"216","4","1","1","1","1","0","0","0","0","1","1","1",1043.3,7.493988095,9331.31,59.45470087,0.929516306,1.96,1.29,122.37,369.42
"220","4","1","1","1","1","0","0","0","0","1","1","1",5367.6,7.493988095,24479.898,155.9743501,2.438506958,4.3,1.476,410.87,370.523
"219","4","1","1","1","1","0","0","0","0","1","1","1",2672.98,7.493988095,18445.99,117.5291377,1.837453528,2.87,0.98,319.15,377.224
"218","4","1","1","1","1","0","0","0","0","1","1","1",770.299771,7.493988095,5905.67,37.62814045,0.588279305,1,0.276224,75.577858,389.3495
"222","4","1","1","1","1","0","0","0","0","1","1","1",2211.21,7.493988095,8187.23,52.16516337,0.815551491,1.82,1.09,32.82,413.3665
"221","4","1","1","1","1","0","0","0","0","1","1","1",4067.82,7.493988095,22258.4,141.8200139,2.217217705,3.18,1.09,89.51,414.253
"223","4","1","1","1","1","0","0","0","0","1","1","1",2254.65,7.493988095,8176.88,52.09921806,0.814520501,1.33,1.42,32.88,449.81
"601","5","0","1","1","1","0","0","0","0","0","1","0",6113.141,7.842806452,205237.513,1411.623,60.424,12.37874572,910.003,156.524,514.903
"602","5","0","1","1","1","0","0","0","0","0","1","0",3457.775783,7.780481933,188262,1593.007389,9.894,11.35488046,785.238037,68.188,603.984
"178","4","1","1","1","1","0","0","0","0","1","1","0",275.6292,7.64,11431.7,72.8373941,1.138741672,0.54305,0.087405191,22.79831072,2557.45
"179","4","1","1","1","1","0","0","0","0","1","1","0",367.5954,7.578571429,12518.7614,79.763636,1.247026715,0.831148,0.095716712,24.96624406,2656.5525
"180","4","1","1","1","1","0","0","0","0","1","1","0",350.346,7.626666667,16743.6,106.6823125,1.667873988,0.888161,0.128019241,33.39186607,3063.417
"181","4","1","1","1","1","0","0","0","0","1","1","0",557.42,7.780645161,16978.402,108.17836,1.691263232,0.964026,0.129814505,33.86013316,3069.871
"182","4","1","1","1","1","0","0","0","0","1","1","0",295.41,7.450833333,14427.84,91.92738333,1.43719505,0.5,0.110313262,28.77353144,3241.832
"183","4","1","1","1","1","0","0","0","0","1","1","0",566.458,7.608333333,21207.1,135.1216267,2.11249495,0.78013,0.162146543,42.293452,3434.045
"184","4","1","1","1","1","0","0","0","0","1","1","0",532.45,7.718709677,20928.2,133.3446076,2.084712988,0.94458,0.160014112,41.73723999,3444.3135
"185","4","1","1","1","1","0","0","0","0","1","1","0",393.71,7.498387097,15538.56,99.00436667,1.547836787,0.82,0.118805673,30.98864727,3565.412
"186","4","1","1","1","1","0","0","0","0","1","1","0",516.861,7.858709677,22894.2,145.8710313,2.280551414,0.702047,0.175045875,45.65804607,3669.13
"187","4","1","1","1","1","0","0","0","0","1","1","0",687.158,7.595806452,24529.9,156.2929392,2.443487788,0.919166,0.18755221,48.9201328,3904.2865
"188","4","1","1","1","1","0","0","0","0","1","1","0",716.45,7.536,25420.1,161.9648733,2.532162949,1.039789,0.194358556,50.69546422,4193.153
"189","4","1","1","1","1","0","0","0","0","1","1","0",805.43,7.226451613,27261.6,173.6980417,2.715599602,1.18604,0.208438409,54.36797917,4504.315
"190","4","1","1","1","1","0","0","0","0","1","1","0",340.2399,7.38,27777.4,176.9844757,2.766979796,1.754184,0.212382144,55.39664233,4718.492
"191","4","1","1","1","1","0","0","0","0","1","1","0",836.55,7.484193548,30102.3,191.7976406,2.998569193,2.12885,0.230158007,60.03320493,5274.05
